Authors,Title,Publication,Volume,Number,Pages,Year,Publisher
,"Introduction to Educational Psychology using Personal Communication of Educational Psychology Courses at All Educational Levels, Specifically in Indonesia: Focus Group Discussion",https://medium.com/@fransiskusmacguire1988/introduction-to-educational-psychology-using-personal-communication-of-educational-psychology-5e02dd2f4de1,,5e02dd2f4de1,,2022,
